type,fatalities,country,cat,year
Fokker F-28 Fellowship 4000,27,USA,A1,1992
Boeing 707-321C,7,Greece,A1,1992
Antonov An-32,,India,U1,1992
Dassault Falcon 10,,France,U1,1992
Douglas DC-9-15,0,Colombia,A1,1992
Yakovlev Yak-40,0,Azerbaijan,C2,1992
Douglas DC-8-33AF,0,Peru,A1,1992
Antonov An-26,0,India,A1,1992
DC-9-32,0,Spain,A1,1992
Antonov An-2,1,Russia,A1,1992
Boeing 707-321C,0,France,A1,1992
Kawasaki P-3C-II.5 Orion,0,Japan,A1,1992
Boeing 727-260,0,Yemen,H2,1992
Antonov An-32,4,India,A1,1992
Antonov An-32,4,India,A1,1992
Let L-410UVP,1,Russia,A1,1992
Antonov An-24RV,3,Libya,A1,1992
BN-2A-26 Islander,7,Taiwan,A1,1992
Boeing 727-260,0,Kenya,H2,1992
Embraer EMB-110P1 Bandeirante,11,P.N. Guinea,A1,1992
Antonov An-2P,,Russia,A1,1992
DHC-5D Buffalo,52,Kenya,A1,1992
DHC-6 Twin Otter 200,16,USA,A1,1992
DC-8-55F,0,USA,A2,1992
Lockheed C-130H Hercules,1,Pacific Ocean,C1,1992
Boeing 707-324C,0,USA,A2,1992
Fokker F-27 Friendship 400M,39,Iran,A1,1992
Cessna 501 Citation I/SP,0,Switzerland,A2,1992
Lockheed C-130E Hercules,9,USA,A1,1992
Boeing 707-351C,0,Nigeria,A1,1992
Learjet 35A,2,Mexico,A1,1992
Antonov An-2V,,Russia,A1,1992
Yakovlev Yak-40,0,Armenia,C1,1992
Convair CV-580,0,USA,A1,1992
Yakovlev Yak-40,0,Turkmenistan,A1,1992
DHC-6 Twin Otter 300,3,Colombia,H2,1992
DHC-6 Twin Otter 310,0,Malaysia,A2,1992
Tupolev Tu-154M,0,Afghanistan,C2,1992
Boeing EC-135J,0,USA,A1,1992
Tupolev Tu-154B,0,Bulgaria,A1,1992
Boeing 737-204,47,Panama,A1,1992
CASA C-212 Aviocar 200,5,Puerto Rico,A1,1992
Tupolev Tu-154,1,Russia,H2,1992
Beech C99,3,USA,A1,1992
Antonov An-32B,0,Mozambique,A1,1992
Learjet 25B,2,USA,A1,1992
Beech 200 Super King Air,4,USA,A1,1992
Tupolev Tu-154B-1,1,Russia,O1,1992
Tupolev Tu-154B-1,0,Russia,O1,1992
Antonov An-2R,,Russia,A1,1992
Grumman G-159 Gulfstream I,0,Italy,A1,1992
Antonov An-12A,10,Russia,A1,1992
Boeing 737-2A1C,3,Brazil,A1,1992
Boeing 767-330ER,0,Venezuela,A2,1992
CASA/Nurtanio NC-212 Aviocar,3,Indonesia,A1,1992
Saab 340A,0,Australia,A2,1992
Antonov An-2R,3,Kazakhstan,A1,1992
Boeing 727-277,0,Australia,A2,1992
Shaanxi Yunshuji Y-8D,19,Sri Lanka,C1,1992
DHC-6 Twin Otter 300,0,Nepal,A2,1992
GAF Nomad N.22B,0,Italy,O1,1992
Antonov An-2R,,Russia,A1,1992
Cessna 650 Citation III,3,Chile,A1,1992
Dornier Do 28D-2 Skyservant,2,Germany,A1,1992
Shorts 330-100,0,U.K.,A1,1992
Shorts SC.7 Skyvan 3A-200,1,USA,A1,1992
Antonov An-12,29,Azerbaijan,A1,1992
Antonov An-12B,0,Russia,A1,1992
Antonov An-12,58,Yemen,A1,1992
Shorts JC-23A Sherpa (330),3,USA,A1,1992
Tupolev Tu-154B,28,Georgia,A1,1992
Douglas C-47A (DC-3),0,Belgium,O1,1992
DHC-3 Otter,0,USA,A2,1992
Antonov An-12BK,8,North Macedonia,A1,1992
Vickers 816 Viscount,70,Indonesia,A1,1992
Lockheed C-130H Hercules,,South Sudan,A1,1992
Learjet 24XR,0,South Africa,A2,1992
Vickers 798D Viscount,4,Mexico,A1,1992
Antonov An-24B,0,Bulgaria,O1,1992
Learjet 25C,6,Brazil,A1,1992
Lockheed L-1011 TriStar 1,0,USA,A1,1992
Fokker F-28 Fellowship 1000,0,Canada,A2,1992
Airbus A310-304,113,Nepal,A1,1992
Yakovlev Yak-42D,107,China,A1,1992
Lockheed KC-130F Hercules,0,USA,A1,1992
Tupolev Tu-154M,0,Afghanistan,C1,1992
Yakovlev Yak-40,,Afghanistan,C1,1992
Cessna 500 Citation I,0,USA,A1,1992
CASA C-212-M Aviocar 200,,,U1,1992
Yakovlev Yak-42,0,Ukraine,H2,1992
DHC-3 Otter,0,Canada,A2,1992
Convair CV-440-80,10,Bolivia,A1,1992
Tupolev Tu-154M,0,Switzerland,A2,1992
BAC One-Eleven 204AF,0,Nigeria,A1,1992
CASA C-212-M Aviocar 200,,,U1,1992
Learjet 24,0,USA,O1,1992
Curtiss C-46D,0,USA,O1,1992
Douglas DC-6B,0,USA,O1,1992
Lockheed C-130B Hercules,0,USA,O1,1992
Curtiss C-46F,0,USA,O1,1992
Douglas C-54D (DC-4),0,USA,O1,1992
Fairchild F-27,0,USA,O1,1992
Ford 4-AT-B Tri-Motor,0,USA,O1,1992
Fairchild F-27M,0,USA,O1,1992
Fairchild SA227-AC Metro III,3,USA,A1,1992
DHC-6 Twin Otter 300,8,Peru,A1,1992
DHC-4T Caribou,3,Canada,A1,1992
Beech B200C Super King Air,1,India,A1,1992
Tupolev Tu-134A,84,Russia,A1,1992
Lockheed C-130F Hercules,0,Guam,O1,1992
Fairchild C-123K Provider,12,El Salvador,A1,1992
Boeing 727-260,0,Italy,H2,1992
Antonov An-26,,Afghanistan,O1,1992
Vickers 843 Viscount,0,Indonesia,A1,1992
Shorts 330-200,0,Guam,O1,1992
Ilyushin Il-76MD,0,Afghanistan,O1,1992
BAC One-Eleven 208AL,0,Nigeria,A1,1992
Tupolev Tu-134A-3,0,Ukraine,A1,1992
AMI DC-3-65TP,3,Angola,A1,1992
Lockheed L-188C Electra,0,D.R. Congo,U1,1992
Fokker 50,0,Malaysia,A2,1992
Alenia G-222TCM,4,Bosnia,C1,1992
Boeing 727-260,0,Djibouti,H2,1992
Airbus A310-300,0,Vietnam,H2,1992
Tupolev Tu-154B-1,0,Ukraine,A1,1992
Fokker F-27 Friendship 500,1,Peru,A1,1992
Canadair CL-215,0,Greece,A1,1992
Yakovlev Yak-40,0,Russia,A1,1992
Douglas C-118A (DC-6),3,Atlantic Ocean,A1,1992
Swearingen SA227-AC Metro III,0,USA,A1,1992
Antonov An-2R,0,Russia,A1,1992
Curtiss C-46F,11,Colombia,A1,1992
IAI 1124 Westwind,0,Sweden,A1,1992
Antonov An-2PF,,Russia,A1,1992
DHC-6 Twin Otter 200,0,Antarctica,O1,1992
Harbin Yunshuji Y-12 II,0,Nepal,A1,1992
Lockheed C-130H Hercules,159,Nigeria,A1,1992
Airbus A300B4-203,167,Nepal,A1,1992
Douglas DC-7B,2,USA,A1,1992
Boeing 747-258F,43,Netherlands,A1,1992
BAe 3201 Jetstream 32,2,U.K.,A1,1992
Lockheed C-130E Hercules,6,USA,A1,1992
DHC-6 Twin Otter 300,0,Indonesia,A2,1992
Avia 14,14,China,A1,1992
Antonov An-32,1,Somalia,A1,1992
Antonov An-124-100,8,Ukraine,A1,1992
Tupolev Tu-154B-2,0,Russia,A1,1992
Antonov An-2R,0,Kazakhstan,A1,1992
Douglas DC-8-55,0,Colombia,A1,1992
IPTN/CASA CN-235-10,31,Indonesia,A1,1992
Antonov An-28,15,Russia,A1,1992
DC-9-32,0,USA,A2,1992
DHC-6 Twin Otter 300,8,Peru,A1,1992
Embraer R-95 Bandeirante (EMB-110B),5,Brazil,A1,1992
Swearingen SA226-TC Metro II,0,Somalia,A1,1992
Boeing 767-323ER,0,Brazil,A2,1992
Morane Saulnier MS.760 Paris I,0,France,A1,1992
Rockwell Sabreliner 75A,,USA,U1,1992
Antonov An-8,13,Russia,A1,1992
Boeing 747-228F,0,Luxembourg,A2,1992
Douglas C-47A (DC-3),0,Bolivia,A1,1992
DHC-3T Vazar Turbine Otter,0,Antarctica,A1,1992
Douglas DC-7CF,0,USA,A1,1992
Rockwell Sabreliner 60,0,USA,A1,1992
Ilyushin Il-62M,0,Russia,O1,1992
Antonov An-22A,33,Russia,A1,1992
BN-2A-27 Islander,,Romania,U1,1992
Swearingen SA227-AC Metro III,0,Bolivia,A1,1992
Beech C-12F Huron,8,USA,A1,1992
Douglas C-47 (DC-3),,Mexico,U1,1992
Yakovlev Yak-40,30,Vietnam,A1,1992
Ilyushin Il-18D,34,Dominican Rep.,A1,1992
Boeing 737-287C,0,Argentina,A1,1992
Antonov An-24B,0,Russia,A1,1992
Boeing 737-3Y0,141,China,A1,1992
Boeing 707-321C,0,Nigeria,A1,1992
Boeing 707-365C,0,Brazil,A1,1992
Lockheed L-1329 JetStar 731,0,U.K.,A1,1992
Cessna S550 Citation S/II,0,Brazil,A1,1992
Canadair CL-44D4-6,0,Puerto Rico,A1,1992
Lockheed C-141B Starlifter,7,USA,A1,1992
Lockheed C-141B Starlifter,6,USA,A1,1992
Harbin Yunshuji Y-12 II,,Mongolia,A1,1992
Tupolev Tu-154B,0,Armenia,A1,1992
MD-11,0,Japan,A2,1992
DHC-6 Twin Otter 100,0,Indonesia,A1,1992
BN-2B-27 Islander,9,Mexico,A1,1992
Douglas DC-8-52F,0,USA,A2,1992
Rockwell Sabreliner 75A,13,Ecuador,A1,1992
Volpar Turboliner II,1,USA,A1,1992
Fokker F-27 Friendship 400M,37,D.R. Congo,A1,1992
Dornier 328-110,0,Germany,A2,1992
BN-2A-26 Islander,6,P.N. Guinea,A1,1992
BN-2 Islander,0,Hong Kong,A1,1992
Volpar Turboliner II,1,USA,A1,1992
DHC-6 Twin Otter 300,0,Indonesia,A2,1992
DHC-6 Twin Otter 300,0,Indonesia,A2,1992
Cessna 550 Citation II,8,USA,A1,1992
BN-2A-21 Islander,0,Philippines,A1,1992
Dassault Falcon 10,0,USA,A2,1992
DC-10-30CF,56,Portugal,A1,1992
Boeing 727-2L5,157,Libya,A1,1992
Antonov An-26,0,USA,H2,1992
DHC-4A Caribou,,Liberia,O1,1992
DHC-6 Twin Otter 200,0,Argentina,A1,1992
Dornier 228-100,,Nigeria,A1,1992
Dornier 228-101,4,India,A1,1993
Saab 340A,0,USA,A1,1993
DHC-8-311,4,France,A1,1993
Learjet 35A,9,Mexico,A1,1993
Hawker Siddeley HS-748,15,Indonesia,A1,1993
Tupolev Tu-154B-2,0,India,A1,1993
Beech 200 Super King Air,0,Canada,O1,1993
Beech 200 Super King Air,0,Canada,O1,1993
Embraer EMB-110P1 Bandeirante,2,U.K.,A1,1993
Douglas C-47A (DC-3),2,Canada,A1,1993
Boeing 707-321C,0,Cote d'Ivoire,A1,1993
Antonov An-24RV,0,Kazakhstan,A1,1993
Beech 200 Super King Air,0,Indonesia,A1,1993
Antonov An-2T,0,Russia,A1,1993
unknown,0,India,H2,1993
Fokker 100 ?,0,South Korea,H2,1993
BN-2A-20 Islander,0,P.N. Guinea,A1,1993
Ilyushin Il-76MD Adnan-1,0,Iraq,C1,1993
Lockheed L-100-30 Hercules,0,Angola,C2,1993
Fairchild FH-227B,3,Brazil,A1,1993
Nord 262A-44,9,D.R. Congo,A1,1993
Antonov An-2R,,Russia,A1,1993
Boeing 707-387B,0,Brazil,A1,1993
Shorts SC.7 Skyvan 3-100,14,Indonesia,A1,1993
Antonov An-24B,0,Russia,A1,1993
Lockheed L-100-20 Hercules,7,USA,A1,1993
Tupolev Tu-154M,131,Iran,A1,1993
Antonov An-32,,Kenya,U1,1993
Airbus A310-304,0,USA,H2,1993
Antonov An-26,0,Russia,A2,1993
Dassault Falcon 10,0,France,A1,1993
Beech 200 Super King Air,6,Turkey,A1,1993
Douglas DC-7CF,0,Dominican Rep.,A1,1993
Douglas DC-3,0,USA,H2,1993
Fairchild F-27F,0,Mexico,A1,1993
Convair CV-440-11,2,Colombia,A1,1993
Tupolev Tu-134,0,Sweden,H2,1993
ATR 72-202,0,Poland,H2,1993
Learjet 31,0,Brazil,A2,1993
Antonov An-12BP,0,Armenia,A2,1993
Dornier 228-201,6,Taiwan,A1,1993
Douglas C-47A (DC-3),2,Spain,A1,1993
Fokker 100,83,North Macedonia,A1,1993
DHC-6 Twin Otter 100,0,Canada,A1,1993
Douglas DC-6,0,Bolivia,A1,1993
DC-9-31,0,USA,A2,1993
ATR 42-320,2,Ethiopia,H2,1993
Transall C-160NG,0,France,O1,1993
Cessna 551 Citation II/SP,0,Germany,A2,1993
Beech 200 Super King Air,3,Norway,A1,1993
Boeing 747-230B (M),0,Germany,A2,1993
Fokker F-27 Friendship 300,0,Ethiopia,A1,1993
Embraer EMB-110C Bandeirante,6,Brazil,A1,1993
Douglas DC-7C,0,USA,O1,1993
Airbus A320-231,0,India,H2,1993
Boeing 737-3Z6,6,Thailand,A1,1993
Boeing 747-121,0,USA,A2,1993
Fairchild FH-227C,0,Mexico,A1,1993
DC-9-15,11,Venezuela,A1,1993
Boeing 757-21B,0,Taiwan,H2,1993
Boeing 767-2S1ER,0,Guatemala,A1,1993
MD-11,2,USA,A2,1993
Antonov An-24RV,0,Armenia,A1,1993
Antonov An-2M,,,A1,1993
BN-2A-26 Islander,0,New Zealand,A2,1993
Antonov An-2R,,Poland,A1,1993
Antonov An-2R,,Turkey,A1,1993
Boeing 737-2A8,0,India,H2,1993
Lockheed L-188AF Electra,0,USA,O1,1993
DC-10-30,0,USA,A1,1993
Swearingen SA226-TC Metro II,0,Australia,A1,1993
DC-9-41,0,Japan,A1,1993
DC-9-15,0,Colombia,H2,1993
BAe 3101 Jetstream 31,0,USA,A1,1993
Douglas C-47B (DC-3),0,USA,A1,1993
Douglas C-47A (DC-3),2,Colombia,A1,1993
Antonov An-26,32,Mongolia,A1,1993
Airbus A300B2-1C,0,France,A1,1993
Boeing 737-2A8,1,India,H2,1993
Antonov An-12B,1,Angola,C1,1993
Boeing 737-2A8,55,India,A1,1993
DC-9-82 (MD-82),0,USA,A2,1993
Antonov An-32,76,Afghanistan,A1,1993
DC-9-82 (MD-82),0,USA,A2,1993
DHC-5D Buffalo,30,Gabon,A1,1993
Beech C99,2,USA,A1,1993
Embraer EMB-120RT Brasilia,0,USA,A1,1993
ATR 42-300,0,USA,A2,1993
SE-210 Caravelle 10B3,0,French Guiana,A1,1993
Shorts 330-200,0,B.V.I.,A1,1993
BN-2A-6 Islander,2,Fiji,A1,1993
CASA C-212-M Aviocar 200,,,U1,1993
Harbin Yunshuji Y-12 II,0,Peru,A1,1993
Douglas DC-6BF,3,Mexico,A1,1993
Yakovlev Yak-40,0,Russia,A2,1993
Boeing 727-46,132,Colombia,A1,1993
DHC-3 Otter,2,Canada,A2,1993
Cessna 550 Citation II,0,U.K.,A1,1993
Lockheed HerculesÂ C.3P (C-130K),9,U.K.,A1,1993
Boeing 707-441,0,D.R. Congo,A1,1993
BN-2A-20 Islander,,P.N. Guinea,A1,1993
DHC-6 Twin Otter 300,2,Colombia,A1,1993
Learjet 35A,4,Germany,A1,1993
BN-2A-20 Islander,9,P.N. Guinea,A1,1993
Convair CV-580,0,USA,A2,1993
Dornier 228-201,0,Taiwan,A1,1993
DHC-6 Twin Otter 300,1,Indonesia,A2,1993
Antonov An-26B,33,Georgia,A1,1993
PADC/BN-2T Islander,0,Philippines,A2,1993
DC-9-32,0,Indonesia,A1,1993
Antonov An-24B,0,Russia,A2,1993
BN-2T Turbine Islander,0,D.R. Congo,A1,1993
Antonov An-26,0,Russia,A2,1993
Boeing 737-2T4,0,Taiwan,H2,1993
IAI Arava 201,4,Mexico,A1,1993
Beech 200 Super King Air,3,Namibia,A1,1993
Fokker F-28 Fellowship 3000,41,Indonesia,A1,1993
Fokker F-28 Fellowship 3000,0,South Africa,H2,1993
Ilyushin Il-114,5,Russia,A1,1993
CASA C-212-A62 Aviocar 200,2,South Africa,A1,1993
Ilyushin Il-76M,11,Russia,A1,1993
Hawker Siddeley HS-748,0,Canada,A2,1993
Beech 300 Super King Air,4,India,A1,1993
Boeing 737-2H6,0,Nicaragua,A1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Cessna T-47A Citation II,0,USA,O1,1993
Convair CV-580,0,Canada,A2,1993
Lockheed CC-130E Hercules,5,Canada,A1,1993
BAe-146-300,56,China,A1,1993
Boeing 757-260,0,Djibouti,H2,1993
Boeing 707-327C,0,Netherlands,A1,1993
Boeing 737-5L9,68,South Korea,A1,1993
Canadair CRJ-100,3,USA,A1,1993
Convair CV-240,0,USA,A2,1993
Shorts SC.7 Skyvan 3-100,1,Malaysia,A1,1993
Dornier 228-101,19,Nepal,A1,1993
Boeing 757-222,0,USA,A2,1993
Boeing 727-46,0,Colombia,O1,1993
Antonov An-12B,0,Sudan,A1,1993
Boeing 767-2J6ER,0,Taiwan,H2,1993
Tupolev Tu-154,0,Russia,H2,1993
Boeing 737-406,0,Germany,H2,1993
Cessna 208B Super Cargomaster,1,France,A1,1993
Antonov An-2,2,Russia,A1,1993
Swearingen SA226-TC Metro II,2,USA,A1,1993
DC-8-61,0,Cuba,A1,1993
DHC-3 Otter,0,USA,A1,1993
Antonov An-12TB,0,Russia,A1,1993
Canadair CL-215,2,Greece,A1,1993
Antonov An-12,6,Russia,A1,1993
Cessna 208A Caravan I,0,Brazil,H1,1993
Dassault Falcon 10,0,USA,A1,1993
Let L-410UVP-E,24,Russia,A1,1993
MD-11C,0,USA,A2,1993
Boeing 737-2R4C,0,Yemen,H2,1993
Antonov An-28,0,U.K.,A1,1993
Yakovlev Yak-40,82,Tajikistan,A1,1993
Antonov An-26,0,Ukraine,A1,1993
Cessna F406 Caravan II,0,France,A1,1993
Douglas R4D-5 (DC-3),2,Colombia,A1,1993
Curtiss C-46F,0,Colombia,A1,1993
Tupolev Tu-154,0,Russia,H2,1993
Learjet 25D,0,Mexico,A1,1993
Rockwell Sabreliner 40A,0,Argentina,A1,1993
Boeing 727-281,0,Dominican Rep.,A1,1993
Learjet 25D,7,USA,A1,1993
Cessna 208 Caravan I,1,India,A1,1993
Boeing 767-209,0,USA,A2,1993
Hawker Siddeley HS-748,0,Indonesia,A1,1993
Boeing 747-428,0,French Polynesia,A2,1993
Curtiss C-46A,0,Bolivia,A1,1993
Convair CV-440,0,Peru,A1,1993
Airbus A320-211,2,Poland,A1,1993
Tupolev Tu-134,0,Norway,H2,1993
Antonov An-2R,,Russia,A1,1993
Piaggio PD.808TP,3,Italy,A1,1993
Swearingen SA227-AC Metro III,0,France,A1,1993
Tupolev Tu-134A,0,Georgia,C1,1993
DHC-5D Buffalo,,D.R. Congo,U1,1993
Tupolev Tu-134A,27,Georgia,C1,1993
Tupolev Tu-154B,108,Georgia,C1,1993
Tupolev Tu-154B-2,,Georgia,C1,1993
Tupolev Tu-134A,1,Georgia,C1,1993
Antonov An-12TB,0,Russia,A1,1993
Antonov An-2R,,Russia,A1,1993
Dassault Falcon 10,2,France,A1,1993
Tupolev Tu-154M,0,Taiwan,H2,1993
FMA IA 50 GuaranÃ­ II,11,Argentina,A1,1993
BAe-146-100,0,Australia,A2,1993
DC-9-83 (MD-83),0,USA,A2,1993
Fokker F-27 Friendship 600,0,Myanmar,A1,1993
Lockheed C-141B Starlifter,0,USA,O1,1993
Douglas C-54G (DC-4),0,USA,A1,1993
BN-2A-20 Islander,4,P.N. Guinea,A1,1993
Swearingen SA226-TC Metro II,0,Spain,A1,1993
unknown,0,Yemen,H2,1993
Embraer EMB-110P2 Bandeirante,0,Thailand,A1,1993
GAF Nomad N.22,9,New Zealand,A1,1993
DC-9-82 (MD-82),0,Taiwan,A1,1993
Airbus A310-222,1,Niger,H2,1993
Embraer P-95 Bandeirulha (EMB-111A),3,Brazil,A1,1993
DC-9-82 (MD-82),2,China,A1,1993
Beech 300/F Super King Air,3,USA,A1,1993
Beech 200 Super King Air,0,USA,A2,1993
DHC-6 Twin Otter 300,6,Norway,A1,1993
Let L-410UVP,0,Russia,A2,1993
Antonov An-2,1,Bulgaria,A1,1993
Convair CV-440,0,Bolivia,A1,1993
Boeing 747-409,0,Hong Kong,A1,1993
Boeing 737,0,Taiwan,H2,1993
Fokker F-27 Friendship 500,0,Italy,A2,1993
AMI DC-3-65TP,0,Kenya,A1,1993
Cessna 208 Caravan I,0,Kenya,O2,1993
Harbin Yunshuji Y-12 II,0,Nepal,A1,1993
DHC-8-301,0,Taiwan,H2,1993
Hawker Siddeley HS-748,7,Canada,A1,1993
DHC-3 Otter,0,USA,A1,1993
Antonov An-2P,0,Turkmenistan,A1,1993
DC-9-82 (MD-82),0,Taiwan,H2,1993
DC-9-82 (MD-82),12,China,A1,1993
Antonov An-2T,0,Venezuela,A1,1993
Antonov An-124-100,17,Iran,A1,1993
Airbus A300B2-101,0,India,A1,1993
Boeing 727-227,0,USA,A2,1993
Boeing 737-112,0,Panama,A1,1993
Yakovlev Yak-42D,116,North Macedonia,A1,1993
Douglas C-47A (DC-3),2,Mozambique,A1,1993
DC-9-87 (MD-87),0,Denmark,A2,1993
DC-10-30,0,Argentina,A1,1993
Douglas C-118B (DC-6),0,Antarctica,A1,1993
Fokker 100,0,China,H2,1993
Fokker F-27 Friendship 300,0,Iraq,H2,1993
BAe 3101 Jetstream 31,18,USA,A1,1993
Shorts 330-300UTT,0,Canada,A1,1993
Cessna 650 Citation III,0,USA,A2,1993
Shorts SC.7 Skyvan 3,0,Liberia,A1,1993
BN-2A-20 Islander,7,Canada,A1,1993
Cessna 550 Citation II,0,USA,A2,1993
Cessna 208A Caravan I,0,Brazil,A1,1993
Swearingen SA226-AT Merlin IV,0,Canada,A1,1993
Antonov An-26,0,Russia,A2,1993
DC-9-82 (MD-82),0,Taiwan,H2,1993
Antonov An-24RV,,Russia,A1,1993
DHC-6 Twin Otter 300,3,Senegal,A1,1993
Saab 340B,0,Switzerland,A2,1993
NAMC YS-11-117,0,Senegal,A2,1993
Boeing KC-135R,6,USA,O1,1993
Airbus A320-211,0,France,H2,1993
BN-2A-20 Islander,0,P.N. Guinea,A1,1993
Fokker F-27 Friendship 600RF,0,Tanzania,A1,1993
Boeing 737-200,0,Taiwan,H2,1993
Beech 200T Super King Air,0,Malaysia,A1,1993
Harbin Yunshuji Y-12 II,18,Laos,A1,1993
Antonov An-8,0,Armenia,A1,1993
Antonov An-2,0,Russia,A1,1993
GAF Nomad N.24A,0,Australia,A2,1993
IAI 1124A Westwind II,5,USA,A1,1993
Mitsubishi Mu-300 Diamond IA,3,USA,A1,1993
Lockheed C-130H Hercules,30,Philippines,A1,1993
Antonov An-12,0,Russia,A2,1993
Antonov An-2R,,Poland,A1,1993
Dornier 228-201,0,Greece,A2,1993
BAe-125-800B,0,Austria,A2,1993
Antonov An-2TP,0,Russia,A1,1993
BN-2A-26 Islander,0,P.N. Guinea,A1,1993
Tupolev Tu-154B-2,0,Russia,A1,1993
Antonov An-26B,35,Armenia,A1,1993
GAF Nomad N.22B,0,Philippines,A1,1993
Shorts SC.7 Skyvan 3-100,1,Spain,A1,1993
Boeing,0,China,H2,1993
Xian Yunshuji Y-7,0,Taiwan,H2,1993
Boeing 737,0,China,H2,1993
Tupolev Tu-154B-2,0,Russia,A2,1993
Boeing 767-35DER,0,Poland,A2,1993
Antonov An-26,1,Mozambique,A1,1993
Beech 99,0,Honduras,U1,1993
Antonov An-26,0,Cuba,O1,1993
BN-2A-9 Islander,2,Venezuela,A1,1994
Boeing 707-321C,0,Saudi Arabia,A2,1994
Tupolev Tu-154M,125,Russia,A1,1994
BN-2A-21 Islander,0,Indonesia,A1,1994
BAe 4101 Jetstream 41,5,USA,A1,1994
Beech A100 King Air,0,Romania,A1,1994
Dornier 228-201,0,Greece,A2,1994
Airbus A320 ?,0,India,H2,1994
IAI 1123 Westwind,,,U1,1994
PB2B-1 Canso A (PBY-5A),0,Pacific Ocean,A1,1994
Learjet 24D,2,D.R. Congo,A1,1994
Antonov An-22,7,Russia,A1,1994
Airbus A340-211,0,France,O1,1994
Lockheed L-188A Electra,0,D.R. Congo,A1,1994
Boeing 757-200,0,Italy,H2,1994
FMA IA 50 GuaranÃ­ II,0,Argentina,A1,1994
Yakovlev Yak-42D,0,Russia,A2,1994
IAI 1124A Westwind II,2,Canada,A1,1994
Fokker 100,0,Netherlands,A2,1994
Airbus A300B4-605R ?,0,China,H2,1994
Curtiss C-46A,0,Colombia,A1,1994
Douglas DC-3C,0,USA,A2,1994
Saab 340B,0,USA,A2,1994
Antonov An-24B,0,Russia,A1,1994
BN-2A Islander,0,U.K.,A1,1994
Antonov An-12B,0,Russia,A1,1994
Boeing 737-260,0,Djibouti,H2,1994
ATR 42-300,0,U.K.,A2,1994
BAe-125-800B,0,Germany,A2,1994
Boeing 737,,Taiwan,H2,1994
Tupolev Tu-134A-3,4,Hungary,O1,1994
Antonov An-12BP,13,Russia,A1,1994
Beech Beechjet 400A,0,USA,A2,1994
Vickers 813 Viscount,1,U.K.,A1,1994
Yakovlev Yak-40,31,Peru,A1,1994
IAI Arava 201,7,Mexico,A1,1994
Shorts 330-200,0,Sweden,A2,1994
Lockheed L-1011 TriStar 1,0,USA,A2,1994
Boeing 727-2D6,0,Spain,H2,1994
Douglas DC-6BF,0,Colombia,A1,1994
Boeing 747-251B,0,Japan,A2,1994
DC-9-82 (MD-82),0,USA,A2,1994
Beech 200 Super King Air,0,Australia,A2,1994
Douglas DC-6,0,Peru,A1,1994
Boeing 737-2R4C,9,India,A1,1994
Airbus A300,0,Kenya,H2,1994
Ilyushin Il-86,9,India,O1,1994
Swearingen SA226-AT Merlin IV,1,Australia,A1,1994
Swearingen SA226-AT Merlin IV,0,Congo,A1,1994
ATR 42-300,0,Canada,A2,1994
Lockheed AC-130H Spectre,8,Kenya,A1,1994
Cessna F406 Caravan II,,Kenya,U1,1994
SE-210 Caravelle 10B3,0,Colombia,A1,1994
BN-2A-21 Islander,0,Angola,A1,1994
Lockheed C-130H Hercules,32,Armenia,C1,1994
Dassault Falcon 900,0,USA,A2,1994
Douglas DC-3C,2,USA,A1,1994
Grumman G-73T Turbo Mallard,2,USA,A1,1994
CASA C-212 Aviocar 200,0,Colombia,A1,1994
DHC-6 Twin Otter 300,1,Libya,A1,1994
DHC-6 Twin Otter,0,Indonesia,A2,1994
Canadair Challenger 601-3A,0,USA,A1,1994
Canadair Challenger 601-3A,0,USA,A1,1994
DC-9-32,0,Spain,A1,1994
DC-9,0,Italy,H2,1994
BN-2A-21 Islander,6,Australia,A1,1994
Airbus A310-304,75,Russia,A1,1994
Cessna 650 Citation VI,4,Colombia,A1,1994
Lockheed C-141B Starlifter,23,USA,O1,1994
Cessna 500 Citation I,2,Mexico,A1,1994
Learjet 35A,0,Mexico,A2,1994
Learjet 55,0,Spain,A1,1994
Saab 340B,3,Netherlands,A1,1994
DHC-6 Twin Otter 300,17,Ecuador,A1,1994
Dassault Falcon 50,12,Rwanda,C1,1994
Boeing 737-2J8C,0,Egypt,H2,1994
Cessna 208B Grand Caravan,1,Japan,A1,1994
DC-10-30F,0,USA,H2,1994
Lockheed L-100-30 Hercules,0,Angola,A1,1994
Curtiss C-46F,0,Kenya,A1,1994
Douglas C-47A (DC-3),0,Australia,A1,1994
Boeing 757-260,0,Yemen,H2,1994
BN-2A-21 Islander,10,Indonesia,A1,1994
Airbus A300B4-622R,264,Japan,A1,1994
Cessna 208A Cargomaster,2,Brazil,A1,1994
Boeing 727-44F,7,Angola,A1,1994
